0, 0, 2304, 768, -1, -1, -1, -1
1, 0.340311, 224, 443, -1, -1, -1, -1
2, 0.007745, 686, 3125, -1, -1, -1, -1
3, 0.71225, 16301, 85529, 1.98269e+11, 4.07641e+06, 5, -1
7, 0.8866, 1366, 7087, 3.65356e+06, 952.058, -1, -1
3, 0.037347, 1614, 8391, 8.58873e+07, 28826.5, 0, -1
6, 0.018551, 6482, 32179, 8.58873e+07, 8022.36, -1, -1
7, 0.245964, 2264, 11160, 1704.83, 8.68868, -1, -1
8, 0.080613, 2264, 10800, 497.224, 6.03737, -1, -1
9, 0.036609, 2264, 10800, 200.934, 5.07669, -1, -1
6, 0.008819, 4005, 17820, 155.515, 4.84858, -1, -1
7, 0.115328, 2355, 11122, 75.2038, 4.64118, -1, -1
8, 0.050102, 2355, 11068, 68.3811, 4.49872, -1, -1
9, 0.034218, 2355, 11068, 61.9037, 4.34704, -1, -1
6, 0.007205, 3488, 15185, 61.9037, 4.33461, -1, -1
7, 0.079223, 2379, 11129, 56.9412, 4.32867, -1, -1
8, 0.043847, 2379, 11108, 56.9412, 4.28714, -1, -1
9, 0.033906, 2379, 11108, 46.8834, 4.22142, -1, -1
6, 0.006219, 3322, 14375, 46.8834, 4.21555, -1, -1
7, 0.061991, 2373, 11106, 46.8834, 4.22778, -1, -1
8, 0.035448, 2373, 11103, 46.8834, 4.19789, -1, -1
9, 0.033713, 2373, 11103, 46.8834, 4.15959, -1, -1
6, 0.021295, 7907, 38440, 53.9592, 4.68276, -1, -1
7, 0.206085, 4375, 21546, 23.1229, 4.13166, -1, -1
8, 0.161921, 4375, 21475, 20.7037, 4.0329, -1, -1
9, 0.049128, 4375, 21475, 18.1447, 3.80102, -1, -1
6, 0.013651, 6075, 28749, 18.1447, 3.90842, -1, -1
7, 0.117431, 4317, 21181, 18.1447, 3.80723, -1, -1
8, 0.079864, 4317, 21170, 18.1447, 3.78902, -1, -1
9, 0.044954, 4317, 21170, 14.8123, 3.71244, -1, -1
6, 0.013147, 5671, 26726, 16.8503, 3.81578, -1, -1
7, 0.089799, 4275, 20970, 14.8123, 3.721, -1, -1
8, 0.067781, 4275, 20962, 14.8123, 3.71481, -1, -1
9, 0.041948, 4275, 20962, 14.7067, 3.67343, -1, -1
6, 0.019762, 7722, 38364, 21.5974, 4.12144, -1, -1
7, 0.176216, 5465, 27789, 12.2388, 3.79323, -1, -1
8, 0.178597, 5465, 27763, 12.2388, 3.76316, -1, -1
9, 0.049824, 5465, 27763, 10.6335, 3.65418, -1, -1
6, 0.01448, 6705, 33029, 11.3641, 3.7594, -1, -1
7, 0.105011, 5401, 27461, 10.2696, 3.66377, -1, -1
8, 0.090211, 5401, 27456, 10.2696, 3.65564, -1, -1
9, 0.047348, 5401, 27456, 9.13345, 3.60949, -1, -1
7, 0.124829, 5301, 26933, 8.61331, 3.60981, -1, -1
4, 3.55662, 5301, 26933, 8.61331, 3.60981, -1, -1
5, 0.032165, 2026, 7563, 8.30288, 3.63345, -1, -1
-1, 4.68644, 2026, 7563, 8.30288, 3.63345, 0, 48
