0, 0, 7680, 2560, -1, -1, -1, -1
1, 0.26306, 373, 742, -1, -1, -1, -1
2, 0.007513, 835, 4100, -1, -1, -1, -1
3, 0.898694, 21613, 114124, 6.55526e+08, 46109, 0, -1
7, 1.38834, 1263, 6555, 13036, 24.6915, -1, -1
6, 0.015603, 5439, 26564, 9912.07, 14.5363, -1, -1
7, 0.227882, 2244, 11002, 1742.58, 7.67179, -1, -1
8, 0.080233, 2244, 10651, 1435.5, 5.85445, -1, -1
9, 0.039918, 2244, 10651, 258.564, 5.02954, -1, -1
6, 0.009288, 3892, 17276, 258.564, 4.81558, -1, -1
7, 0.119193, 2270, 10782, 88.0353, 4.6123, -1, -1
8, 0.048745, 2270, 10727, 88.0353, 4.50844, -1, -1
9, 0.040995, 2270, 10727, 88.0353, 4.38712, -1, -1
6, 0.008031, 3539, 15465, 88.0353, 4.38705, -1, -1
7, 0.086361, 2314, 10935, 88.0353, 4.37856, -1, -1
8, 0.041595, 2314, 10938, 88.0353, 4.34115, -1, -1
9, 0.038227, 2314, 10938, 88.0353, 4.28179, -1, -1
6, 0.020552, 7884, 38243, 57.4775, 4.84501, -1, -1
7, 0.218243, 4264, 20994, 57.4775, 4.19589, -1, -1
8, 0.151855, 4264, 20913, 57.4775, 4.08108, -1, -1
9, 0.054281, 4264, 20913, 54.9034, 3.83909, -1, -1
6, 0.013838, 6025, 28490, 54.9034, 3.95609, -1, -1
7, 0.129711, 4246, 20853, 23.269, 3.8454, -1, -1
8, 0.080709, 4246, 20836, 23.269, 3.8173, -1, -1
9, 0.048623, 4246, 20836, 23.269, 3.72056, -1, -1
6, 0.012876, 5650, 26521, 23.269, 3.82509, -1, -1
7, 0.088267, 4242, 20817, 23.269, 3.73163, -1, -1
8, 0.068683, 4242, 20811, 23.269, 3.72415, -1, -1
9, 0.042383, 4242, 20811, 23.269, 3.68529, -1, -1
6, 0.020736, 7956, 39655, 24.6443, 4.15939, -1, -1
7, 0.190179, 5383, 27426, 16.1131, 3.81292, -1, -1
8, 0.173882, 5383, 27367, 16.1131, 3.77814, -1, -1
9, 0.054419, 5383, 27367, 10.9324, 3.65991, -1, -1
6, 0.015417, 6844, 33762, 11.0437, 3.78307, -1, -1
7, 0.125782, 5374, 27370, 10.9324, 3.67591, -1, -1
8, 0.093583, 5374, 27354, 10.306, 3.66548, -1, -1
9, 0.052569, 5374, 27354, 10.306, 3.61672, -1, -1
6, 0.014776, 6543, 32249, 11.0437, 3.7211, -1, -1
7, 0.101318, 5337, 27194, 10.306, 3.62869, -1, -1
8, 0.082844, 5337, 27183, 10.306, 3.62288, -1, -1
9, 0.051673, 5337, 27183, 10.306, 3.59817, -1, -1
6, 0.014239, 6364, 31594, 11.3133, 3.70906, -1, -1
7, 0.132187, 5484, 28002, 10.306, 3.62343, -1, -1
8, 0.094732, 5484, 28004, 8.31557, 3.61666, -1, -1
9, 0.047517, 5484, 28004, 7.93255, 3.59063, -1, -1
7, 0.115418, 5427, 27702, 7.93255, 3.58986, -1, -1
4, 4.4952, 5427, 27702, 7.93255, 3.58986, -1, -1
5, 0.042162, 2091, 7740, 7.93255, 3.6049, -1, -1
-1, 5.70663, 2091, 7740, 7.93255, 3.6049, 0, 60
